2013-05-01 00:00:00,7392.0
2013-05-01 01:00:00,4777.0
2013-05-01 02:00:00,3080.0
2013-05-01 03:00:00,2206.0
2013-05-01 04:00:00,1979.0
2013-05-01 05:00:00,2877.0
2013-05-01 06:00:00,5900.0
2013-05-01 07:00:00,8748.0
2013-05-01 08:00:00,9911.0
2013-05-01 09:00:00,10449.0
2013-05-01 10:00:00,10321.0
2013-05-01 11:00:00,10210.0
2013-05-01 12:00:00,10374.0
2013-05-01 13:00:00,10208.0
2013-05-01 14:00:00,10388.0
2013-05-01 15:00:00,9731.0
2013-05-01 16:00:00,8452.0
2013-05-01 17:00:00,9527.0
2013-05-01 18:00:00,10974.0
2013-05-01 19:00:00,11418.0
2013-05-01 20:00:00,11342.0
2013-05-01 21:00:00,10727.0
2013-05-01 22:00:00,10659.0
2013-05-01 23:00:00,10119.0
